location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(24, 32)","((26.713550354160677, -80.05663314361675), (26.713550354160677, -80.05662307583395), (26.713559347376737, -80.05663314361675), (26.713559347376737, -80.05662307583395))","(26.71355485076871, -80.05662810972535)","{'57': 29.994719504877125, '20': 9.886265656204904, '05': 51.63435919501777, '34': 94.43784526243292, '22': 35.34158885910574, '06': 20.95208004733155, '31': 32.515016273133014, '36': 70.73730462122526, '35': 92.58232395627002}","{'57': -49.163184930832315, '20': -34.702809070356274, '05': -56.24000452916517, '34': -64.10622286466564, '22': -51.30042288927769, '06': -44.48865512020441, '31': -50.21436005198545, '36': -60.341296003267736, '35': -63.84768312193465}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 33)","((26.713550354160677, -80.05662307583395), (26.713550354160677, -80.05661300805116), (26.713559347376737, -80.05662307583395), (26.713559347376737, -80.05661300805116))","(26.71355485076871, -80.05661804194256)","{'57': 30.98188434564909, '20': 10.764088445916517, '05': 50.641424671647734, '34': 93.43942544294043, '22': 36.21896883973988, '06': 21.487263494563564, '31': 31.686271144948215, '36': 69.77806494277456, '35': 91.60644785859928}","{'57': -49.585075633035125, '20': -35.8111585089673, '05': -55.98701823056324, '34': -63.967745560255445, '22': -51.61992323245601, '06': -44.817274067204416, '31': -49.877974807637976, '36': -60.163408428964985, '35': -63.70962207754882}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 34)","((26.713550354160677, -80.05661300805116), (26.713550354160677, -80.05660294026836), (26.713559347376737, -80.05661300805116), (26.713559347376737, -80.05660294026836))","(26.71355485076871, -80.05660797415976)","{'57': 31.96995947497147, '20': 11.661909932423752, '05': 49.64884619129653, '34': 92.44107868640843, '22': 37.10265082493791, '06': 22.0549885628824, '31': 30.86779015033949, '36': 68.82003795166098, '35': 90.63113738382827}","{'57': -49.99410335383623, '20': -36.854931269283014, '05': -55.72911558733462, '34': -63.82779091835314, '22': -51.933988956919194, '06': -45.15704588802326, '31': -49.537006954210646, '36': -59.98328801444934, '35': -63.57016368836362}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 35)","((26.713550354160677, -80.05660294026836), (26.713550354160677, -80.05659287248557), (26.713559347376737, -80.05660294026836), (26.713559347376737, -80.05659287248557))","(26.71355485076871, -80.05659790637696)","{'57': 32.95886302368728, '20': 12.575447436667828, '05': 48.65664554347184, '34': 91.44280738497784, '22': 37.99219507147545, '06': 22.652808706935375, '31': 30.060411712289298, '36': 67.86327500307988, '35': 89.65641099287713}","{'57': -50.3910074259982, '20': -37.83754416933328, '05': -55.466105723902125, '34': -63.686327306899024, '22': -52.242672375117834, '06': -45.50550250827316, '31': -49.19168851477321, '36': -59.80088521189931, '35': -63.429281274213636}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 36)","((26.713550354160677, -80.05659287248557), (26.713550354160677, -80.05658280470277), (26.713559347376737, -80.05659287248557), (26.713559347376737, -80.05658280470277))","(26.71355485076871, -80.05658783859417)","{'57': 33.948522599392334, '20': 13.501511210528808, '05': 47.66484632330814, '34': 90.4446140372519, '22': 38.88719928516389, '06': 23.278405398406072, '31': 29.265054751816287, '36': 66.90783032618481, '35': 88.68228794328178}","{'57': -50.77646715194972, '20': -38.76331222175435, '05': -55.19778669540995, '34': -63.543322074890916, '22': -52.54604075286208, '06': -45.86043759847826, '31': -48.84232101008556, '36': -59.616149187768634, '35': -63.28694745374896}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 37)","((26.713550354160677, -80.05658280470277), (26.713550354160677, -80.05657273691997), (26.713559347376737, -80.05658280470277), (26.713559347376737, -80.05657273691997))","(26.71355485076871, -80.05657777081137)","{'57': 34.938873955568134, '20': 14.437691070101462, '05': 46.673474120654994, '34': 89.44650125323983, '22': 39.78729500571278, '06': 23.92960023416316, '31': 28.48272635786218, '36': 65.95376121088218, '35': 87.70878833933558}","{'57': -51.15110790105641, '20': -39.63677312434306, '05': -54.923944639517586, '34': -63.39874150837087, '22': -52.84417320215617, '06': -46.21990408262504, '31': -48.489287505675705, '36': -59.42902780697612, '35': -63.14313412451983}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 38)","((26.713550354160677, -80.05657273691997), (26.713550354160677, -80.05656266913718), (26.713559347376737, -80.05657273691997), (26.713559347376737, -80.05656266913718))","(26.71355485076871, -80.05656770302858)","{'57': 35.92985988952538, '20': 15.382140088545, '05': 45.682556737946236, '34': 88.4484717608893, '22': 40.692144365534915, '06': 24.604360804563367, '31': 27.714529868559488, '36': 65.00112822782208, '35': 86.73593317234155}","{'57': -51.51550649056658, '20': -40.46234364856828, '05': -54.644352849664344, '34': -63.25255078421231, '22': -53.13715807888243, '06': -46.582203391060666, '31': -48.133066257958056, '36': -59.2394676243654, '35': -62.99781244072785}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 39)","((26.713550354160677, -80.05656266913718), (26.713550354160677, -80.05655260135438), (26.713559347376737, -80.05656266913718), (26.713559347376737, -80.05655260135438))","(26.71355485076871, -80.05655763524578)","{'57': 36.92142930489851, '20': 16.333423882213197, '05': 44.69212442572541, '34': 87.45052841067745, '22': 41.60143718754717, '06': 25.300801719255208, '31': 26.96167325405504, '36': 64.0499954582659, '35': 85.76374437393481}","{'57': -51.87019593449862, '20': -41.24415776942282, '05': -54.35877075696431, '34': -63.10471392103726, '22': -53.42509080929023, '06': -46.945869274047666, '31': -47.77424601753934, '36': -59.04741387954507, '35': -62.850952791971075}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 40)","((26.713550354160677, -80.05655260135438), (26.713550354160677, -80.05654253357159), (26.713559347376737, -80.05655260135438), (26.713559347376737, -80.05654253357159))","(26.71355485076871, -80.05654756746299)","{'57': 37.91353642103256, '20': 17.29041438117532, '05': 43.702210165484324, '34': 86.45267418673315, '22': 42.51488836614521, '06': 26.01718198674123, '31': 26.225477638451906, '36': 63.100430740916536, '35': 84.79224486304446}","{'57': -52.21566964734151, '20': -41.98600283131918, '05': -54.066942818065435, '34': -62.95519372834228, '22': -53.70807207282955, '06': -47.30964842490491, '31': -47.413542980212455, '36': -58.85281049702757, '35': -62.70252478010412}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 41)","((26.713550354160677, -80.05654253357159), (26.713550354160677, -80.05653246578879), (26.713559347376737, -80.05654253357159), (26.713559347376737, -80.05653246578879))","(26.71355485076871, -80.05653749968019)","{'57': 38.906140103489435, '20': 18.252213975633612, '05': 42.712849975457814, '34': 85.45491221072142, '22': 43.4322355306879, '06': 26.75189980566231, '31': 25.507385671688034, '36': 62.152505945928176, '35': 83.82145860733452}","{'57': -52.55238517240394, '20': -42.69130732544705, '05': -53.768597289740526, '34': -62.803951751623565, '22': -53.98620629528012, '06': -47.67247965673564, '31': -47.051819243465545, '36': -58.65560009447644, '35': -62.55249719732773}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 42)","((26.713550354160677, -80.05653246578879), (26.713550354160677, -80.056522398006), (26.713559347376737, -80.05653246578879), (26.713559347376737, -80.056522398006))","(26.71355485076871, -80.0565274318974)","{'57': 39.89920329236123, '20': 19.218100643403034, '05': 41.72408327114676, '34': 84.45724575243649, '22': 44.3532369423711, '06': 27.503485629022233, '31': 24.808969428591464, '36': 61.206297266928004, '35': 82.85141067758413}","{'57': -52.8807674943081, '20': -43.36315468338327, '05': -53.463444885333, '34': -62.650948215361275, '22': -54.25960039773027, '06': -48.03347289791992, '31': -46.69010249903117, '36': -58.45572399809192, '35': -62.40083800225165}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 43)","((26.713550354160677, -80.056522398006), (26.713550354160677, -80.0565123302232), (26.713559347376737, -80.056522398006), (26.713559347376737, -80.0565123302232))","(26.71355485076871, -80.0565173641146)","{'57': 40.89269251038964, '20': 20.187487742032243, '05': 40.73595326680552, '34': 83.45967823633515, '22': 45.27766960756503, '06': 28.270594157421087, '31': 24.131937309709024, '36': 60.261885544112396, '35': 81.88212731830771}","{'57': -53.201211987498745, '20': -44.004309060056805, '05': -53.15117729323398, '34': -62.49614196204552, '22': -54.528362763704685, '06': -48.39188886295823, '31': -46.329606433871106, '36': -58.25312226884421, '35': -62.24751429750268}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 44)","((26.713550354160677, -80.0565123302232), (26.713550354160677, -80.0565022624404), (26.713559347376737, -80.0565123302232), (26.713559347376737, -80.0565022624404))","(26.71355485076871, -80.0565072963318)","{'57': 41.88657744400166, '20': 21.159894190818758, '05': 39.748507449313934, '34': 82.46221325460078, '22': 46.20532757900379, '06': 29.051995803349566, '31': 23.478139326994057, '36': 59.31935659934722, '35': 80.91363600354707}","{'57': -53.51408704808451, '20': -44.617245531894255, '05': -52.831465549104855, '34': -62.339490388628015, '22': -54.79260238843067, '06': -48.74711996361368, '31': -45.97175104713243, '36': -58.04773373667417, '35': -62.09249230403882}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 45)","((26.713550354160677, -80.0565022624404), (26.713550354160677, -80.05649219465761), (26.713559347376737, -80.0565022624404), (26.713559347376737, -80.05649219465761))","(26.71355485076871, -80.056497228549)","{'57': 42.8808305764293, '20': 22.13492206283225, '05': 38.761798105017085, '34': 81.46485457244086, '22': 47.1360204296435, '06': 29.846567978551466, '31': 22.849569975296603, '36': 58.37880163165016, '35': 79.94596551561706}","{'57': -53.81973644482242, '20': -45.20418069592571, '05': -52.503958235580576, '34': -62.18094937794254, '22': -55.05242818280895, '06': -49.09867276085987, '31': -45.618181715203875, '36': -57.839496054451764, '35': -61.935737338084095}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 46)","((26.713550354160677, -80.05649219465761), (26.713550354160677, -80.05648212687481), (26.713559347376737, -80.05649219465761), (26.713559347376737, -80.05648212687481))","(26.71355485076871, -80.05648716076621)","{'57': 43.875426877853926, '20': 23.112239594690504, '05': 37.77588294543468, '34': 80.46760614309316, '22': 48.06957188119195, '06': 30.65328650958357, '31': 22.248367664567976, '36': 57.44031760314151, '35': 78.97914603267188}","{'57': -54.11848142745724, '20': -45.76710171111991, '05': -52.16827950118005, '34': -62.0204732275412, '22': -55.307948407528706, '06': -49.44615211542284, '31': -45.270785365966965, '36': -57.62834575818457, '35': -61.777213788616706}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 47)","((26.713550354160677, -80.05648212687481), (26.713550354160677, -80.05647205909202), (26.713559347376737, -80.05648212687481), (26.713559347376737, -80.05647205909202))","(26.71355485076871, -80.05647709298341)","{'57': 44.8703435278645, '20': 24.09156813422281, '05': 36.790825816306686, '34': 79.47047211665435, '22': 49.005818567511255, '06': 31.47121734856987, '31': 21.676809571518213, '36': 56.50400770832292, '35': 78.0132091869716}","{'57': -54.4106226162682, '20': -46.30779286297454, '05': -51.824026867762036, '34': -61.858014573174366, '22': -55.559270215562144, '06': -49.789247050788134, '31': -44.93170165280069, '36': -57.41421835568584, '35': -61.61688508913258}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 48)","((26.713550354160677, -80.05647205909202), (26.713550354160677, -80.05646199130922), (26.713559347376737, -80.05647205909202), (26.713559347376737, -80.05646199130922))","(26.71355485076871, -80.05646702520062)","{'57': 45.86555967940169, '20': 25.072672036235602, '05': 35.80669753410825, '34': 78.47345685491025, '22': 49.944608916322046, '06': 32.29950870874294, '31': 21.137300596466705, '36': 55.56998184230523, '35': 77.04818818034927}","{'57': -54.69644170301379, '20': -46.82785937822064, '05': -51.47076881219543, '34': -61.69352430852394, '22': -55.806499285024955, '06': -50.127718277511356, '31': -44.60332648926831, '36': -57.19704842733091, '35': -61.454713697853684}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(24, 49)","((26.713550354160677, -80.05646199130922), (26.713550354160677, -80.05645192352642), (26.713559347376737, -80.05646199130922), (26.713559347376737, -80.05645192352642))","(26.71355485076871, -80.05645695741782)","{'57': 46.86105625007245, '20': 26.05535074932932, '05': 34.82357684686146, '34': 77.47656494175241, '22': 50.88580214425707, '06': 33.137383692575426, '31': 20.63235501895075, '36': 54.638357142828106, '35': 76.08411785800934}","{'57': -54.976202982573255, '20': -47.32874849751996, '05': -51.10804208862691, '34': -61.52695149917131, '22': -56.049739529756046, '06': -50.46138727397812, '31': -44.28830484271626, '36': -56.976769758221714, '35': -61.290661070246856}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
